対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
石川,2023/10/14 23:07:56,兵庫県,女,2003,,100万円以上 200万円未満,親,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,サンダーバード（JR）,0,0,0,0,0,0,0,,0,0,0,0,4,まちバスはとても便利でした。ほかのバスはICOCAが使えなかったので、使えるようにしてもらいたいです,,,初めて,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, TikTok",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円未満",,,,,,,,,,,,5,チームラボ楽しかったです,トイレ綺麗だった！数が少ないから少し増やして欲しいな…,,,,10,また行きたい（1年以内）,ほうじ茶大好きなのでほうじ茶博覧会とか見てみたいです。あと遊園地とか？欲しいなぁ 行ってよかったと思います,金沢城公園,同意する,,,,ホテル,,,2003,,,,,,
石川,2023/10/15 8:22:54,東京都,女,1994,,"900万円以上 1,000万円未満",夫婦2人,2泊,東京都,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,5,,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,3,,,,,,8,また行きたい（1年以内）,特になし,金沢城公園,同意する,,,,,,,1994,,,,,,
石川,2023/10/15 12:23:15,福岡県,女,2002,,100万円未満,友人,3泊,京都府,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,本数が多くて、自分のタイミングで目的地に向かうことができて便利だったから。,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策",0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter), 友人・知人",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,4,ボランティアの方がそれぞれの建物にいらっしゃったので、中に入ってどう歩いたら良いかルートが分かりやすかった。また、展示物に関して説明してくださったりして、ただ自分で見て回るだけでは得られない知識が得られて良い経験になった。,広々としていて、のんびりと歩いて見て回ることができて楽しかった。緑が多く、また手入れが行き届いていたので空気も綺麗で居心地が良かった。,,,,10,また行きたい（1年以内）,食べ歩きができるような場所があったらぜひ行きたい。 名所が多く、またそれぞれの場所が近くて行きやすいので、例えば日数が限られていても充実した旅行になると思ったから。入場料がお手頃な価格なのも嬉しく、そうした点でも他の人にも気軽にお勧めできるポイントだと思った。,金沢城公園,同意する,,,,,,,2002,,,,,,
石川,2023/10/15 13:15:41,福井県,男,1992,,400万円以上 500万円未満,恋人,2泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,4,海鮮系が美味しかった,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展, 新聞・雑誌・ガイドブック, 観光パンフレット・ポスター",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,,,,,,9,また行きたい（1年以内）,特になし,金沢城公園,同意する,,,,,,,1992,,,,,,
石川,2023/10/15 16:09:43,東京都,女,1988,,400万円以上 500万円未満,職場の同僚,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, 出張など仕事関係",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,,,,,,10,また行きたい（1年以内）,特になし,金沢城公園,同意する,,,,,,,1988,,,,,,
石川,2023/10/16 6:42:48,石川県,男,1981,,"900万円以上 1,000万円未満",小学生以下連れの家族,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,お祭りやイベントへの参加・見物,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, X(旧：Twitter), Instagram",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,特になし,金沢城公園,同意する,,,,,,,1981,,,,,,
石川,2023/10/16 23:45:38,大阪府,女,1997,,500万円以上 600万円未満,家族,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,4,1日乗車券で色々回れた,,,初めて,"花見や紅葉などの自然鑑賞, 名所、旧跡の観光",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,チームラボのイベントが良かった,,,,,9,また行きたい（1年以内）,新幹線などで食べれる商品がほしい チームラボ,金沢城公園,同意する,,,,,,,1997,,,,,,
石川,2023/10/17 10:14:09,埼玉県,女,1971,,"900万円以上 1,000万円未満",友人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,東京からのアクセスの良さ。,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる, スポーツ観戦や芸術鑑賞（コンサート等）",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円未満",,,,,,,,,,,,5,,,,,,10,機会があれば行きたい,県立美術館はもう少し拡充してもらいたいな。 食べ物もよく、アクセスもよい。美しくて静かな街。,金沢城公園,同意する,,県立美術館,,,,,1971,,,,,,
石川,2023/10/18 11:52:44,大阪府,女,1981,,300万円以上 400万円未満,友人,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,5,街並みが綺麗でとても素敵でした,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ, 友人・知人",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,使わない,,"3,000円以上 5,000円未満",,,,,,,,,,,,5,庭園が素敵で見てるだけで癒される,休めるところがたくさんありとても助かりました,,,,10,また行きたい（1年以内）,のどぐろの一人分のもう少し小さいお土産があると嬉しいなと思いました 街並みが本当に素敵で他の友人と訪れたいと思ってます,金沢城公園,同意する,,,,,,,1981,,,,,,
石川,2023/10/18 14:13:10,千葉県,男,1963,,400万円以上 500万円未満,夫婦2人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,3,結構歩いて疲れた,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円未満",,,,,,,,,,,,4,期待通りだった,期待通りだった,,,,7,機会があれば行きたい,海産物が美味しい 歴史を感じたかったので,金沢城公園,同意する,,,,,,,1963,,,,,,
石川,2023/10/19 17:00:06,東京都,男,1978,,"1,000万円以上 1,200万円未満",自分ひとり,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 出張など仕事関係",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, 観光協会等の案内所",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,"5,000円以上 10,000円未満",,使わない,,,,,,,,,,,,3,広すぎて何もない,,,,,8,また行きたい（1年以内）,かなりたくさんあって迷う 独特の街並み、加賀料理,金沢城公園,同意する,,,,,,,1978,,,,,,
石川,2023/10/19 19:24:22,富山県,男,1998,,300万円以上 400万円未満,恋人,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,5,バッジ楽しかった,,,初めて,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光展・物産展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,バッジ楽しかった,,,,,10,また行きたい（1年以内）,金箔ソフト金沢城に設置,金沢城公園,同意する,,,,,,,1998,,,,,,
石川,2023/10/19 19:24:52,富山県,女,1998,,300万円以上 400万円未満,恋人,日帰り,富山県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,2～5回目,花見や紅葉などの自然鑑賞,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円未満",,,,,,,,,,,,5,バッチを作れたから,チームラボが楽しかった,,,,10,また行きたい（1年以内）,特になし いいデートになったから,金沢城公園,同意する,,,,飲食店,,,1998,,,,,,
石川,2023/10/19 21:14:41,大阪府,女,1971,,200万円以上 300万円未満,恋人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,4,バスの本数が多く、あまり困る事なく移動できた,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,3,,,,,,10,機会があれば行きたい,駅から近い飲食店が、もう少しあれば良い 東茶屋町の町家並などが良く薦めたい,金沢城公園,同意する,,,,,,,1971,,,,,,
石川,2023/10/20 8:50:30,石川県,女,1975,,400万円以上 500万円未満,中学生以下連れの家族,日帰り,石川県民です,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,,4,,,,,,7,石川県在住,特になし キレイだから,金沢城公園,同意する,,,,,,,1975,,,,,,
石川,2023/10/20 9:05:24,群馬県,男,1993,,600万円以上 700万円未満,恋人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter), Instagram, 友人・知人",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,,,,,,10,また行きたい（1年以内）,特になし おでんが美味しい、街並みがきれい,金沢城公園,同意する,,,,,,,1993,,,,,,
石川,2023/10/20 12:20:47,東京都,女,1967,,600万円以上 700万円未満,娘,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,路線バスが頻繁にでてる,,,初めて,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, お祭りやイベントへの参加・見物, まちあるき、都市散策",0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter), Instagram",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,チームラボの光の祭が素晴らしかった。,,,,,8,また行きたい（1年以内）,とにかく海鮮が美味しい。,金沢城公園,同意する,,,,,,,1967,,,,,,
石川,2023/10/20 21:19:03,福島県,女,1955,,400万円以上 500万円未満,夫婦2人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,金沢周遊バスを利用してあちこち回れた。,,,初めて,"名所、旧跡の観光, まちあるき、都市散策",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,光の祭を見られてとても良かった,,,,,10,機会があれば行きたい,バス停で降りたあとの行き方の案内表示がなくて分かりにくかった。 石垣,金沢城公園,同意する,,,,水引きミュージアム,,,1955,,,,,,
石川,2023/10/20 21:57:49,東京都,女,1950,,300万円以上 400万円未満,夫婦2人,2泊,富山県,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,座席がゆったりしていた。,,,初めて,"温泉や露天風呂, 名所、旧跡の観光, まちあるき、都市散策",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,使わない,,,,,,,,,,,,3,,鼠多門付近の石垣,,,,7,機会があれば行きたい,近江市場の新鮮で豊富な食材。買って帰りたいものがいっぱいあったが、やはり鮮度が命で断念した。 尾山神社の不思議な建物,金沢城公園,同意する,,,,,,,1950,,,,,,
石川,2023/10/21 19:39:07,京都府,男,1997,,300万円以上 400万円未満,恋人,日帰り,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,5,,,,2～5回目,温泉や露天風呂,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展, 新聞・雑誌・ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,,5,,,,,,10,機会があれば行きたい,特になし,金沢城公園,同意する,,,,,,,1997,,,,,,
石川,2023/10/21 20:17:10,兵庫県,男,1992,,700万円以上 800万円未満,恋人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,使わない,,,,,,,,,,,,5,職員がとても親切だったから,とても綺麗に整備されていたから,,,,10,機会があれば行きたい,今回とは違う季節に着てみたいと思う 名所の回りやすさ,金沢城公園,同意する,,,,,,,1992,,,,,,
石川,2023/10/22 21:46:44,富山県,女,1962,,400万円以上 500万円未満,友人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,5,100円バスがとても便利でした。,,,2～5回目,"温泉や露天風呂, お祭りやイベントへの参加・見物, まちあるき、都市散策",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター, 観光協会等の案内所",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,観光案内の方の対応がとても丁寧でよかったから,お花の寄せ植えや様々なオブジェが歓迎ムード満点だったから,,,,10,また行きたい（1年以内）,特になし 100万石文化祭など文化の秋にふさわしい催し物が満載でよいから,金沢城公園,同意する,,,,,,,1962,,,,,,
石川,2023/10/22 21:49:30,石川県,女,1971,,500万円以上 600万円未満,親,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,スポーツ観戦や芸術鑑賞（コンサート等）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, Facebook",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,使わない,,,,,,,,,,,,5,,,,,,8,石川県在住,特になし 風景の美しさ、歴史的建造物が見事だったから,金沢城公園,同意する,,,,,,,1971,,,,,,
